intent,user_input,bot_response,risk_level,escalation_required,age_group,guideline_reference
depression_symptoms,Honestly Nothing makes me happy anymore a lot,Thank you for sharing your feelings. Even small acts of self-care can be meaningful during difficult times.,high,yes,senior,UNICEF Child and Adolescent Mental Health Guidelines
coping_mechanism,Recently Can breathing exercises help anxiety every day,"Building routines around sleep, hydration, and movement may improve emotional well-being.",low,no,adult,UNICEF Child and Adolescent Mental Health Guidelines
professional_help,Honestly Can therapy help me a lot,"Reaching out for help shows strength, not weakness.",medium,no,adult,WHO Mental Health Gap Action Programme
suicide_warning,Lately I feel trapped and hopeless and it worries me,I am really concerned about your safety. Please contact a trusted person or emergency support service immediately.,critical,yes,senior,WHO Psychological First Aid
mental_health_faq,What causes anxiety every day,Understanding mental health is an important step toward reducing stigma and encouraging support.,low,no,child,WHO Suicide Prevention Guidance
emotional_support,Recently I need encouragement lately,"Your feelings are valid, and it is okay to seek support from trusted people.",medium,no,adult,WHO Mental Health Gap Action Programme
stress_reaction,I feel pressure all the time recently,"Your feelings are valid. Finding healthy routines such as sleep, movement, and relaxation exercises may help reduce stress.",medium,no,adult,UNICEF Child and Adolescent Mental Health Guidelines
anxiety_symptoms,These days My heart races when I think too much every day,Your feelings matter. Taking things one step at a time may help reduce anxious thoughts.,medium,no,senior,WHO Mental Health Gap Action Programme
depression_symptoms,I feel hopeless about life every day,I am sorry you are going through this. You deserve support and care.,high,yes,senior,WHO Mental Health Gap Action Programme
coping_mechanism,Recently What are healthy coping strategies and it worries me,"Building routines around sleep, hydration, and movement may improve emotional well-being.",low,no,senior,WHO Suicide Prevention Guidance
professional_help,Recently When should someone seek mental health support a lot,"Reaching out for help shows strength, not weakness.",medium,no,teen,WHO Suicide Prevention Guidance
suicide_warning,Recently I want to disappear lately,You are not alone in this moment. Contact emergency or crisis support services as soon as possible.,critical,yes,adult,WHO Mental Health Gap Action Programme
mental_health_faq,Sometimes Can therapy help depression lately,"Conditions like anxiety and depression can affect thoughts, emotions, and physical well-being.",low,no,teen,WHO Psychological First Aid
emotional_support,Recently I feel lonely a lot,"Your feelings are valid, and it is okay to seek support from trusted people.",medium,no,adult,WHO Mental Health Gap Action Programme
stress_reaction,Lately I feel burned out,"Thank you for sharing this. Rest, hydration, and talking to someone you trust can support emotional recovery.",medium,no,senior,WHO Mental Health Gap Action Programme
anxiety_symptoms,I feel nervous for no reason every day,"Anxiety can feel exhausting, but you are not alone. Slow breathing exercises may help calm your body.",medium,no,teen,UNICEF Child and Adolescent Mental Health Guidelines
depression_symptoms,I feel disconnected from people recently,Depression can make daily life feel very heavy. Speaking with a mental health professional may help.,high,yes,teen,UNICEF Child and Adolescent Mental Health Guidelines
coping_mechanism,Lately Can breathing exercises help anxiety recently,Grounding exercises such as focusing on your breathing or surroundings may help during stressful moments.,low,no,child,WHO Psychological First Aid
professional_help,Recently How do I know if I need professional help every day,A therapist or counselor can help you explore emotions and develop healthy coping strategies.,medium,no,teen,WHO Mental Health Gap Action Programme
suicide_warning,I do not want to live anymore every day,You deserve immediate support right now. Reaching out to a crisis hotline or mental health professional is important.,critical,yes,teen,WHO Psychological First Aid
mental_health_faq,Honestly What is depression,"Conditions like anxiety and depression can affect thoughts, emotions, and physical well-being.",low,no,teen,WHO Suicide Prevention Guidance
emotional_support,These days I feel unsupported,"Thank you for sharing your feelings. You deserve kindness, support, and understanding.",medium,no,senior,WHO Suicide Prevention Guidance
stress_reaction,Sometimes My responsibilities are too much recently,It sounds like you are carrying a heavy emotional load right now. Taking small breaks and reaching out for support may help.,medium,no,teen,WHO Mental Health Gap Action Programme
anxiety_symptoms,Sometimes I feel restless constantly a lot,It is understandable to feel overwhelmed by anxiety. Seeking professional guidance can also be beneficial.,medium,no,child,WHO Mental Health Gap Action Programme
depression_symptoms,Sometimes I feel tired all the time a lot,You do not have to handle these emotions alone. Reaching out to trusted support systems can help.,high,yes,child,WHO Suicide Prevention Guidance
coping_mechanism,What helps during panic attacks every day,"Healthy coping strategies can include breathing exercises, journaling, exercise, and speaking with trusted people.",low,no,teen,WHO Mental Health Gap Action Programme
professional_help,Recently How do I know if I need professional help a lot,"If emotional struggles affect your daily life, relationships, or safety, professional support may help.",medium,no,adult,WHO Suicide Prevention Guidance
suicide_warning,Sometimes I feel suicidal recently,Your safety matters. Please seek urgent help from someone you trust or a healthcare provider.,critical,yes,senior,WHO Mental Health Gap Action Programme
mental_health_faq,Sometimes What causes anxiety lately,"Conditions like anxiety and depression can affect thoughts, emotions, and physical well-being.",low,no,teen,WHO Suicide Prevention Guidance
emotional_support,Sometimes I need encouragement lately,I am glad you shared this. Emotional support from others can make difficult moments easier.,medium,no,child,WHO Psychological First Aid
stress_reaction,These days I feel burned out every day,"Thank you for sharing this. Rest, hydration, and talking to someone you trust can support emotional recovery.",medium,no,adult,UNICEF Child and Adolescent Mental Health Guidelines
anxiety_symptoms,I feel scared something bad will happen,"Anxiety can feel exhausting, but you are not alone. Slow breathing exercises may help calm your body.",medium,no,child,WHO Suicide Prevention Guidance
depression_symptoms,Lately Nothing makes me happy anymore recently,Thank you for sharing your feelings. Even small acts of self-care can be meaningful during difficult times.,high,yes,child,WHO Psychological First Aid
